"","Sub.Question","Question","Response","Freq","Percent","Count","Type"
"720","Look for information about an MP, local councillor, political party or candidate","349.4 - Engaging with Institutions - Look for information about an MP, local councillor, political party or candidate","6:  Several times per day",289,14.45,7,"Likert"
"721","Look for information about any other government, community or other organisational body","349.7 - Engaging with Institutions - Look for information about any other government, community or other organisational body","4:  Weekly",275,13.75,7,"Likert"
"722","Look for information about any other government, community or other organisational body","349.7 - Engaging with Institutions - Look for information about any other government, community or other organisational body","2:  Less than Once a Month",277,13.85,7,"Likert"
"723","Look for information about any other government, community or other organisational body","349.7 - Engaging with Institutions - Look for information about any other government, community or other organisational body","3:  Monthly",294,14.7,7,"Likert"
"724","Look for information about any other government, community or other organisational body","349.7 - Engaging with Institutions - Look for information about any other government, community or other organisational body","6:  Several times per day",264,13.2,7,"Likert"
"725","Look for information about any other government, community or other organisational body","349.7 - Engaging with Institutions - Look for information about any other government, community or other organisational body","1: Never",284,14.2,7,"Likert"
"726","Look for information about any other government, community or other organisational body","349.7 - Engaging with Institutions - Look for information about any other government, community or other organisational body","7:  Don't know",317,15.85,7,"Likert"
"727","Look for information about any other government, community or other organisational body","349.7 - Engaging with Institutions - Look for information about any other government, community or other organisational body","5:  Daily",289,14.45,7,"Likert"
"728","Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","349.1 - Engaging with Institutions - Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","4:  Weekly",306,15.3,7,"Likert"
"729","Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","349.1 - Engaging with Institutions - Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","3:  Monthly",260,13,7,"Likert"
"730","Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","349.1 - Engaging with Institutions - Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","6:  Several times per day",260,13,7,"Likert"
"731","Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","349.1 - Engaging with Institutions - Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","1: Never",269,13.45,7,"Likert"
"732","Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","349.1 - Engaging with Institutions - Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","5:  Daily",291,14.55,7,"Likert"
"733","Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","349.1 - Engaging with Institutions - Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","7:  Don't know",292,14.6,7,"Likert"
"734","Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","349.1 - Engaging with Institutions - Look for information about national government services (e.g. benefits, taxes, a driving licence or passport)","2:  Less than Once a Month",322,16.1,7,"Likert"
"735","Look for information on how to sell something you own","328.4 - Buying and Selling - Look for information on how to sell something you own","2:  Less than Once a Month",268,13.4,7,"Likert"
"736","Look for information on how to sell something you own","328.4 - Buying and Selling - Look for information on how to sell something you own","6:  Several times per day",264,13.2,7,"Likert"
"737","Look for information on how to sell something you own","328.4 - Buying and Selling - Look for information on how to sell something you own","4:  Weekly",301,15.05,7,"Likert"
